full_date,site_name,flow_count,traffic_gb,avg_latency_ms,p95_latency_ms,avg_packet_loss_pct,incident_count
2026-01-01,Brasília Hub,312,0.396146296,22.277365705128204,36.98581,0.7932237179487179,
2026-01-01,Recife Edge,133,0.169334691,29.399004511278193,46.47411999999999,0.7411233082706767,
2026-01-01,Rio Edge,265,0.331174592,16.436664905660376,28.906799999999993,0.9546603773584906,1.0
2026-01-01,São Paulo Core,572,0.717845393,11.62341555944056,18.41787,0.838391083916084,
2026-01-02,Brasília Hub,302,0.379918273,21.576851324503313,34.33545999999998,0.9178900662251657,
2026-01-02,Recife Edge,117,0.126204066,28.401397435897433,42.351519999999994,0.7622401709401709,
2026-01-02,Rio Edge,279,0.341267272,16.85680394265233,36.36562999999997,0.897499641577061,1.0
2026-01-02,São Paulo Core,622,0.765968387,11.320939389067524,17.792849999999994,0.7883768488745981,
2026-01-03,Brasília Hub,303,0.331164066,24.33423399339934,49.47392999999997,0.9262448844884488,1.0
2026-01-03,Recife Edge,138,0.160724159,27.599953623188405,45.04843000000001,0.8615862318840579,
2026-01-03,Rio Edge,266,0.232228177,15.512132330827068,25.706325,0.8318214285714286,1.0
2026-01-03,São Paulo Core,612,0.627827774,12.029961764705881,20.490099999999995,0.828640522875817,1.0
2026-01-04,Brasília Hub,309,0.289290527,21.940405825242717,35.493339999999996,0.7508828478964401,
2026-01-04,Recife Edge,155,0.143084179,27.613990322580644,47.05634999999997,0.802076129032258,
2026-01-04,Rio Edge,245,0.240742771,14.683016326530613,23.19706,0.8117383673469388,
2026-01-04,São Paulo Core,617,0.554080801,12.550523824959482,21.557579999999998,0.8959354943273906,1.0
2026-01-05,Brasília Hub,306,0.345759224,22.534948039215685,36.49935,0.8087248366013071,
2026-01-05,Recife Edge,122,0.161960989,27.23969426229508,43.413229999999984,0.7306196721311475,
2026-01-05,Rio Edge,242,0.281064052,16.694195041322313,31.559339999999995,0.9477504132231406,1.0
2026-01-05,São Paulo Core,616,0.874064268,11.905819480519481,20.5828,0.8959152597402597,1.0
2026-01-06,Brasília Hub,344,0.445869788,24.00378488372093,45.384729999999976,0.8987375000000001,1.0
2026-01-06,Recife Edge,125,0.119737058,28.510171200000002,42.53698,0.7390424,
2026-01-06,Rio Edge,260,0.424497333,16.074359230769232,28.938994999999988,0.8777030769230769,1.0
2026-01-06,São Paulo Core,657,0.882379556,11.66306194824962,19.337899999999976,0.8449015220700151,
2026-01-07,Brasília Hub,348,0.426319488,22.30265172413793,36.010924999999986,0.8744704022988505,
2026-01-07,Recife Edge,132,0.168851069,34.22285378787878,72.11843499999999,1.162935606060606,1.0
2026-01-07,Rio Edge,283,0.407736661,17.818504240282685,35.19229,0.9423441696113074,3.0
2026-01-07,São Paulo Core,588,0.795604298,12.04614880952381,20.471264999999992,0.9064493197278912,1.0
2026-01-08,Brasília Hub,319,0.415688504,25.84240156739812,53.01192999999999,0.9699601880877743,2.0
2026-01-08,Recife Edge,140,0.184610229,32.981453571428574,72.44190499999999,0.9950199999999999,1.0
2026-01-08,Rio Edge,250,0.321351872,16.535313600000002,30.845689999999998,0.950732,2.0
